date,symbol,close
2022-01-27,AAPL,96.02
2022-01-27,GOOG,148.27
2022-01-27,TSLA,204.59
2022-01-27,AMZN,246.96
2022-01-27,MSFT,293.65
2022-01-27,NVDA,346.88
2022-01-27,META,393.5
2022-01-27,NFLX,450.56
2022-01-27,BABA,494.55
2022-01-27,INTC,553.01
2022-01-28,AAPL,102.75
2022-01-28,GOOG,152.76
2022-01-28,TSLA,199.61
2022-01-28,AMZN,256.3
2022-01-28,MSFT,293.44
2022-01-28,NVDA,350.05
2022-01-28,META,401.48
2022-01-28,NFLX,446.77
2022-01-28,BABA,499.3
2022-01-28,INTC,551.6
2022-01-31,AAPL,100.13
2022-01-31,GOOG,151.87
2022-01-31,TSLA,203.09
2022-01-31,AMZN,252.89
2022-01-31,MSFT,301.89
2022-01-31,NVDA,341.39
2022-01-31,META,398.88
2022-01-31,NFLX,455.02
2022-01-31,BABA,495.15
2022-01-31,INTC,551.48
2022-02-01,AAPL,90.76
2022-02-01,GOOG,152.56
2022-02-01,TSLA,197.41
2022-02-01,AMZN,253.95
2022-02-01,MSFT,304.14
2022-02-01,NVDA,352.69
2022-02-01,META,397.6
2022-02-01,NFLX,457.96
2022-02-01,BABA,511.78
2022-02-01,INTC,547.16
2022-02-02,AAPL,100.48
2022-02-02,GOOG,155.3
2022-02-02,TSLA,205.45
2022-02-02,AMZN,260.31
2022-02-02,MSFT,307.02
2022-02-02,NVDA,341.36
2022-02-02,META,399.73
2022-02-02,NFLX,445.71
2022-02-02,BABA,499.55
2022-02-02,INTC,558.06
2022-02-03,AAPL,103.79
2022-02-03,GOOG,144.75
2022-02-03,TSLA,206.49
2022-02-03,AMZN,252.09
2022-02-03,MSFT,299.02
2022-02-03,NVDA,350.1
2022-02-03,META,389.19
2022-02-03,NFLX,460.48
2022-02-03,BABA,497.71
2022-02-03,INTC,538.19
2022-02-04,AAPL,92.08
2022-02-04,GOOG,145.09
2022-02-04,TSLA,192.4
2022-02-04,AMZN,244.64
2022-02-04,MSFT,297.07
2022-02-04,NVDA,354.98
2022-02-04,META,398.69
2022-02-04,NFLX,456.23
2022-02-04,BABA,497.93
2022-02-04,INTC,548.98
2022-02-07,AAPL,104.17
2022-02-07,GOOG,150.13
2022-02-07,TSLA,191.39
2022-02-07,AMZN,250.88
2022-02-07,MSFT,301.27
2022-02-07,NVDA,345.94
2022-02-07,META,394.19
2022-02-07,NFLX,456.26
2022-02-07,BABA,500.43
2022-02-07,INTC,556.38
2022-02-08,AAPL,104.11
2022-02-08,GOOG,150.16
2022-02-08,TSLA,199.41
2022-02-08,AMZN,246.21
2022-02-08,MSFT,298.14
2022-02-08,NVDA,341.6
2022-02-08,META,400.67
2022-02-08,NFLX,448.35
2022-02-08,BABA,501.34
2022-02-08,INTC,544.43
2022-02-09,AAPL,100.02
2022-02-09,GOOG,147.47
2022-02-09,TSLA,193.05
2022-02-09,AMZN,246.05
2022-02-09,MSFT,302.46
2022-02-09,NVDA,357.4
2022-02-09,META,401.02
2022-02-09,NFLX,453.09
2022-02-09,BABA,494.63
2022-02-09,INTC,550.04
2022-02-10,AAPL,104.38
2022-02-10,GOOG,157.15
2022-02-10,TSLA,208.61
2022-02-10,AMZN,250.8
2022-02-10,MSFT,303.45
2022-02-10,NVDA,347.64
2022-02-10,META,400.57
2022-02-10,NFLX,450.09
2022-02-10,BABA,501.11
2022-02-10,INTC,541.03
2022-02-11,AAPL,94.85
2022-02-11,GOOG,153.87
2022-02-11,TSLA,
2022-02-11,AMZN,250.52
2022-02-11,MSFT,306.37
2022-02-11,NVDA,354.39
2022-02-11,META,397.28
2022-02-11,NFLX,450.25
2022-02-11,BABA,504.8
2022-02-11,INTC,549.5
2022-02-14,AAPL,106.86
2022-02-14,GOOG,150.62
2022-02-14,TSLA,215.93
2022-02-14,AMZN,253.99
2022-02-14,MSFT,304.16
2022-02-14,NVDA,356.76
2022-02-14,META,402.01
2022-02-14,NFLX,450.74
2022-02-14,BABA,500.04
2022-02-14,INTC,546.88
2022-02-15,AAPL,94.22
2022-02-15,GOOG,143.35
2022-02-15,TSLA,202.94
2022-02-15,AMZN,252.02
2022-02-15,MSFT,304.72
2022-02-15,NVDA,350.38
2022-02-15,META,398.76
2022-02-15,NFLX,454.1
2022-02-15,BABA,502.49
2022-02-15,INTC,547.06
2022-02-16,AAPL,97.3
2022-02-16,GOOG,145.1
2022-02-16,TSLA,196.42
2022-02-16,AMZN,255.68
2022-02-16,MSFT,293.15
2022-02-16,NVDA,355.39
2022-02-16,META,398.54
2022-02-16,NFLX,453.13
2022-02-16,BABA,494.97
2022-02-16,INTC,545.33
2022-02-17,AAPL,95.71
2022-02-17,GOOG,157.2
2022-02-17,TSLA,198.41
2022-02-17,AMZN,253.94
2022-02-17,MSFT,297.41
2022-02-17,NVDA,342.77
2022-02-17,META,402.4
2022-02-17,NFLX,457.38
2022-02-17,BABA,496.77
2022-02-17,INTC,542.83
2022-02-18,AAPL,108.57
2022-02-18,GOOG,149.3
2022-02-18,TSLA,204.7
2022-02-18,AMZN,247.26
2022-02-18,MSFT,303.51
2022-02-18,NVDA,352.94
2022-02-18,META,394.49
2022-02-18,NFLX,443.4
2022-02-18,BABA,500.54
2022-02-18,INTC,547.64
2022-02-21,AAPL,97.07
2022-02-21,GOOG,151.23
2022-02-21,TSLA,206.39
2022-02-21,AMZN,251.33
2022-02-21,MSFT,294.99
2022-02-21,NVDA,350.31
2022-02-21,META,402.35
2022-02-21,NFLX,452.11
2022-02-21,BABA,500.16
2022-02-21,INTC,550.06
2022-02-22,AAPL,107.75
2022-02-22,GOOG,147.05
2022-02-22,TSLA,203.21
2022-02-22,AMZN,248.94
2022-02-22,MSFT,301.43
2022-02-22,NVDA,345.91
2022-02-22,META,399.75
2022-02-22,NFLX,444.62
2022-02-22,BABA,494.1
2022-02-22,INTC,556.63
2022-02-23,AAPL,99.96
2022-02-23,GOOG,153.6
2022-02-23,TSLA,199.18
2022-02-23,AMZN,246.2
2022-02-23,MSFT,300.59
2022-02-23,NVDA,349.58
2022-02-23,META,406.19
2022-02-23,NFLX,
2022-02-23,BABA,504.83
2022-02-23,INTC,547.48
2022-02-24,AAPL,96.26
2022-02-24,GOOG,146.5
2022-02-24,TSLA,207.23
2022-02-24,AMZN,240.81
2022-02-24,MSFT,305.75
2022-02-24,NVDA,349.8
2022-02-24,META,401.23
2022-02-24,NFLX,438.41
2022-02-24,bad$symbol,499.71
2022-02-24,INTC,544.98
2022-02-25,AAPL,94.19
2022-02-25,GOOG,146.59
2022-02-25,TSLA,207.13
2022-02-25,AMZN,248.79
2022-02-25,MSFT,305.33
2022-02-25,NVDA,346.42
2022-02-25,META,394.32
2022-02-25,NFLX,447.58
2022-02-25,BABA,494.34
2022-02-25,INTC,547.39
2022-02-28,AAPL,95.55
2022-02-28,GOOG,148.75
2022-02-28,TSLA,192.68
2022-02-28,AMZN,252.79
2022-02-28,MSFT,293.8
2022-02-28,NVDA,346.03
2022-02-28,META,389.72
2022-02-28,NFLX,451.98
2022-02-28,BABA,495.9
2022-02-28,INTC,549.29
2022-03-01,AAPL,105.42
2022-03-01,GOOG,160.74
2022-03-01,TSLA,199.02
2022-03-01,AMZN,252.92
2022-03-01,MSFT,295.51
2022-03-01,NVDA,349.15
2022-03-01,META,402.26
2022-03-01,NFLX,455.04
2022-03-01,BABA,495.64
2022-03-01,INTC,543.59
2022-03-02,AAPL,101.81
2022-03-02,GOOG,147.83
2022-03-02,TSLA,204.63
2022-03-02,AMZN,260.41
2022-03-02,MSFT,304.8
2022-03-02,NVDA,347.14
2022-03-02,META,393.93
2022-03-02,NFLX,449.95
2022-03-02,BABA,501.4
2022-03-02,INTC,553.99
2022-03-03,AAPL,110.54
2022-03-03,GOOG,155.8
2022-03-03,TSLA,200.07
2022-03-03,AMZN,258.01
2022-03-03,MSFT,306.88
2022-03-03,NVDA,344.74
2022-03-03,META,398.37
2022-03-03,NFLX,448.26
2022-03-03,BABA,
2022-03-03,INTC,554.83
2022-03-04,AAPL,99.17
2022-03-04,GOOG,157.88
2022-03-04,TSLA,191.36
2022-03-04,AMZN,249.35
2022-03-04,MSFT,298.97
2022-03-04,NVDA,346.75
2022-03-04,META,399.32
2022-03-04,NFLX,447.5
2022-03-04,BABA,501.59
2022-03-04,INTC,542.27
2022-03-07,AAPL,102.03
2022-03-07,GOOG,147.4
2022-03-07,TSLA,202.29
2022-03-07,AMZN,245.16
2022-03-07,MSFT,302.01
2022-03-07,NVDA,347.7
2022-03-07,META,402.43
2022-03-07,NFLX,447.99
2022-03-07,BABA,505.64
2022-03-07,INTC,566.04
2022-03-08,AAPL,93.17
2022-03-08,GOOG,143.36
2022-03-08,TSLA,199.21
2022-03-08,AMZN,240.05
2022-03-08,MSFT,298.39
2022-03-08,NVDA,343.21
2022-03-08,META,408.48
2022-03-08,NFLX,448.2
2022-03-08,BABA,498.93
2022-03-08,INTC,556.1
2022-03-09,AAPL,94.55
2022-03-09,GOOG,147.62
2022-03-09,TSLA,196.58
2022-03-09,AMZN,255.15
2022-03-09,MSFT,303.29
2022-03-09,NVDA,349.88
2022-03-09,META,401.82
2022-03-09,NFLX,456.89
2022-03-09,BABA,503.76
2022-03-09,INTC,543.35
2022-03-10,AAPL,109.74
2022-03-10,GOOG,158.53
2022-03-10,TSLA,196.79
2022-03-10,AMZN,256.33
2022-03-10,MSFT,301.81
2022-03-10,NVDA,350.54
2022-03-10,META,400.55
2022-03-10,NFLX,451.97
2022-03-10,BABA,502.97
2022-03-10,INTC,548.88
2022-03-11,AAPL,110.01
2022-03-11,GOOG,155.38
2022-03-11,TSLA,197.58
2022-03-11,AMZN,255.3
2022-03-11,MSFT,293.83
2022-03-11,NVDA,349.87
2022-03-11,META,394.14
2022-03-11,NFLX,449.64
2022-03-11,BABA,503.62
2022-03-11,INTC,549.8
2022-03-14,AAPL,109.5
2022-03-14,GOOG,148.24
2022-03-14,TSLA,202.73
2022-03-14,AMZN,255.34
2022-03-14,MSFT,294.39
2022-03-14,NVDA,348.04
2022-03-14,META,414.51
2022-03-14,NFLX,448.95
2022-03-14,BABA,494.96
2022-03-14,INTC,545.49
2022-03-15,AAPL,94.71
2022-03-15,GOOG,145.26
2022-03-15,TSLA,205.54
2022-03-15,AMZN,255.26
2022-03-15,MSFT,292.85
2022-03-15,NVDA,349.8
2022-03-15,META,399.22
2022-03-15,NFLX,
2022-03-15,BABA,499.61
2022-03-15,INTC,542.89
2022-03-16,AAPL,98.37
2022-03-16,GOOG,152.75
2022-03-16,TSLA,200.31
2022-03-16,AMZN,239.16
2022-03-16,MSFT,297.63
2022-03-16,NVDA,345.15
2022-03-16,META,398.06
2022-03-16,NFLX,447.73
2022-03-16,BABA,499.92
2022-03-16,INTC,549.69
2022-03-17,AAPL,96.96
2022-03-17,GOOG,154.62
2022-03-17,TSLA,198.53
2022-03-17,AMZN,251.92
2022-03-17,MSFT,298.47
2022-03-17,NVDA,344.91
2022-03-17,META,406.65
2022-03-17,NFLX,455.09
2022-03-17,BABA,497.82
2022-03-17,INTC,556.43
2022-03-18,AAPL,100.82
2022-03-18,GOOG,151.55
2022-03-18,TSLA,203.09
2022-03-18,AMZN,259.95
2022-03-18,MSFT,298.32
2022-03-18,NVDA,349.43
2022-03-18,META,403.59
2022-03-18,NFLX,442.18
2022-03-18,BABA,505.21
2022-03-18,INTC,554.88
2022-03-21,AAPL,99.13
2022-03-21,GOOG,148.3
2022-03-21,TSLA,195.04
2022-03-21,AMZN,262.4
2022-03-21,MSFT,298.38
2022-03-21,NVDA,350.33
2022-03-21,META,396.57
2022-03-21,NFLX,456.04
2022-03-21,BABA,494.29
2022-03-21,INTC,546.35
2022-03-22,AAPL,114.23
2022-03-22,GOOG,136.41
2022-03-22,TSLA,202.63
2022-03-22,AMZN,246.42
2022-03-22,MSFT,300.52
2022-03-22,NVDA,339.71
2022-03-22,META,402.83
2022-03-22,NFLX,447.73
2022-03-22,BABA,496.99
2022-03-22,INTC,544.6
2022-03-23,AAPL,101.22
2022-03-23,GOOG,159.47
2022-03-23,TSLA,199.34
2022-03-23,AMZN,251.3
2022-03-23,MSFT,309.86
2022-03-23,NVDA,360.06
2022-03-23,META,398.27
2022-03-23,NFLX,449.28
2022-03-23,BABA,505.62
2022-03-23,INTC,544.4
2022-03-24,AAPL,109.76
2022-03-24,GOOG,156.35
2022-03-24,TSLA,196.75
2022-03-24,AMZN,247.15
2022-03-24,MSFT,303.76
2022-03-24,NVDA,350.96
2022-03-24,META,397.41
2022-03-24,NFLX,453.58
2022-03-24,BABA,498.12
2022-03-24,INTC,552.23
2022-03-25,AAPL,89.79
2022-03-25,GOOG,147.37
2022-03-25,TSLA,197.47
2022-03-25,AMZN,250.66
2022-03-25,MSFT,300.87
2022-03-25,NVDA,349.27
2022-03-25,META,401.49
2022-03-25,NFLX,437.95
2022-03-25,BABA,507.23
2022-03-25,INTC,551.74
2022-03-28,AAPL,95.24
2022-03-28,GOOG,156.98
2022-03-28,TSLA,193.55
2022-03-28,AMZN,250.12
2022-03-28,MSFT,301.58
2022-03-28,NVDA,348.8
2022-03-28,META,399.11
2022-03-28,NFLX,450.67
2022-03-28,BABA,495.41
2022-03-28,INTC,550.87
2022-03-29,AAPL,101.32
2022-03-29,GOOG,148.16
2022-03-29,TSLA,195.14
2022-03-29,AMZN,255.01
2022-03-29,MSFT,294.46
2022-03-29,NVDA,348.01
2022-03-29,META,390.32
2022-03-29,NFLX,452.08
2022-03-29,BABA,500.93
2022-03-29,INTC,545.17
2022-03-30,AAPL,102.05
2022-03-30,GOOG,153.29
2022-03-30,TSLA,194.67
2022-03-30,AMZN,249.04
2022-03-30,MSFT,295.01
2022-03-30,NVDA,349.21
2022-03-30,META,398.33
2022-03-30,NFLX,445.22
2022-03-30,BABA,504.98
2022-03-30,INTC,547.3
2022-03-31,AAPL,100.7
2022-03-31,GOOG,140.51
2022-03-31,TSLA,204.53
2022-03-31,AMZN,261.21
2022-03-31,MSFT,299.77
2022-03-31,NVDA,352.3
2022-03-31,META,400.69
2022-03-31,NFLX,451.52
2022-03-31,BABA,502.37
2022-03-31,INTC,548.66
2022-04-01,AAPL,111.1
2022-04-01,GOOG,154.93
2022-04-01,TSLA,204.22
2022-04-01,AMZN,244.98
2022-04-01,MSFT,289.6
2022-04-01,NVDA,347.88
2022-04-01,META,403.0
2022-04-01,NFLX,453.34
2022-04-01,BABA,495.5
2022-04-01,INTC,537.97
2022-04-04,AAPL,
2022-04-04,GOOG,147.68
2022-04-04,TSLA,196.41
2022-04-04,AMZN,244.34
2022-04-04,MSFT,298.53
2022-04-04,NVDA,357.13
2022-04-04,META,
2022-04-04,NFLX,459.89
2022-04-04,BABA,503.76
2022-04-04,INTC,552.03
2022-04-05,AAPL,100.93
2022-04-05,GOOG,149.38
2022-04-05,TSLA,210.76
2022-04-05,AMZN,245.07
2022-04-05,MSFT,293.43
2022-04-05,NVDA,348.03
2022-04-05,META,399.1
2022-04-05,NFLX,453.36
2022-04-05,BABA,501.37
2022-04-05,INTC,554.21
2022-04-06,AAPL,104.86
2022-04-06,GOOG,151.34
2022-04-06,TSLA,200.96
2022-04-06,AMZN,248.24
2022-04-06,MSFT,302.32
2022-04-06,NVDA,347.35
2022-04-06,META,401.65
2022-04-06,NFLX,451.44
2022-04-06,BABA,493.66
2022-04-06,INTC,550.45
2022-04-07,AAPL,91.38
2022-04-07,GOOG,147.04
2022-04-07,TSLA,196.0
2022-04-07,AMZN,249.0
2022-04-07,MSFT,296.26
2022-04-07,NVDA,348.22
2022-04-07,META,393.87
2022-04-07,NFLX,446.69
2022-04-07,BABA,500.68
2022-04-07,INTC,544.11
2022-04-08,AAPL,93.11
2022-04-08,GOOG,152.82
2022-04-08,TSLA,204.08
2022-04-08,AMZN,258.02
2022-04-08,MSFT,305.43
2022-04-08,NVDA,359.13
2022-04-08,META,395.94
2022-04-08,NFLX,443.59
2022-04-08,BABA,491.25
2022-04-08,INTC,552.83
2022-04-11,AAPL,97.74
2022-04-11,GOOG,152.2
2022-04-11,TSLA,198.61
2022-04-11,AMZN,257.25
2022-04-11,MSFT,298.38
2022-04-11,NVDA,345.47
2022-04-11,META,405.52
2022-04-11,NFLX,450.13
2022-04-11,BABA,503.92
2022-04-11,INTC,542.92
2022-04-12,AAPL,97.99
2022-04-12,GOOG,152.43
2022-04-12,TSLA,201.02
2022-04-12,AMZN,244.39
2022-04-12,MSFT,295.54
2022-04-12,NVDA,343.26
2022-04-12,META,392.92
2022-04-12,NFLX,454.13
2022-04-12,BABA,506.12
2022-04-12,INTC,551.63
2022-04-13,AAPL,103.78
2022-04-13,GOOG,156.82
2022-04-13,TSLA,193.88
2022-04-13,AMZN,247.97
2022-04-13,MSFT,296.27
2022-04-13,NVDA,345.42
2022-04-13,META,396.21
2022-04-13,NFLX,452.75
2022-04-13,BABA,499.87
2022-04-13,INTC,554.88
2022-04-14,AAPL,102.34
2022-04-14,GOOG,154.94
2022-04-14,TSLA,201.04
2022-04-14,AMZN,245.48
2022-04-14,MSFT,299.05
2022-04-14,NVDA,352.24
2022-04-14,META,397.73
2022-04-14,NFLX,458.72
2022-04-14,BABA,502.95
2022-04-14,INTC,550.54
2022-04-15,AAPL,102.16
2022-04-15,GOOG,146.79
2022-04-15,TSLA,197.74
2022-04-15,AMZN,
2022-04-15,MSFT,303.56
2022-04-15,NVDA,353.17
2022-04-15,META,402.13
2022-04-15,NFLX,442.25
2022-04-15,BABA,503.07
2022-04-15,INTC,551.72
2022-04-18,AAPL,111.15
2022-04-18,GOOG,145.1
2022-04-18,TSLA,197.59
2022-04-18,AMZN,249.89
2022-04-18,MSFT,302.63
2022-04-18,NVDA,352.34
2022-04-18,META,398.9
2022-04-18,NFLX,453.14
2022-04-18,BABA,503.51
2022-04-18,INTC,554.96
2022-04-19,AAPL,101.59
2022-04-19,GOOG,145.81
2022-04-19,TSLA,195.84
2022-04-19,AMZN,245.53
2022-04-19,MSFT,296.13
2022-04-19,NVDA,353.97
2022-04-19,META,398.17
2022-04-19,NFLX,453.78
2022-04-19,BABA,505.75
2022-04-19,INTC,551.19
2022-04-20,AAPL,102.69
2022-04-20,GOOG,146.93
2022-04-20,TSLA,197.61
2022-04-20,AMZN,247.62
2022-04-20,MSFT,290.52
2022-04-20,NVDA,352.53
2022-04-20,META,391.09
2022-04-20,NFLX,448.15
2022-04-20,BABA,498.18
2022-04-20,INTC,557.81
2022-04-21,AAPL,105.05
2022-04-21,GOOG,152.95
2022-04-21,TSLA,191.38
2022-04-21,AMZN,246.29
2022-04-21,MSFT,297.65
2022-04-21,NVDA,352.52
2022-04-21,META,402.66
2022-04-21,NFLX,452.29
2022-04-21,BABA,496.35
2022-04-21,INTC,549.46
2022-04-22,AAPL,96.62
2022-04-22,GOOG,151.82
2022-04-22,TSLA,201.56
2022-04-22,AMZN,250.72
2022-04-22,MSFT,302.28
2022-04-22,NVDA,349.75
2022-04-22,META,390.38
2022-04-22,NFLX,452.43
2022-04-22,BABA,497.25
2022-04-22,INTC,553.07
2022-04-25,AAPL,92.79
2022-04-25,GOOG,151.5
2022-04-25,TSLA,209.92
2022-04-25,AMZN,253.07
2022-04-25,MSFT,310.73
2022-04-25,NVDA,350.59
2022-04-25,META,405.18
2022-04-25,NFLX,448.15
2022-04-25,BABA,497.61
2022-04-25,INTC,552.32
2022-04-26,AAPL,99.23
2022-04-26,GOOG,150.12
2022-04-26,TSLA,202.48
2022-04-26,AMZN,248.85
2022-04-26,MSFT,302.55
2022-04-26,NVDA,347.64
2022-04-26,META,404.01
2022-04-26,NFLX,449.8
2022-04-26,BABA,499.51
2022-04-26,INTC,557.81
2022-04-27,AAPL,
2022-04-27,GOOG,144.58
2022-04-27,TSLA,204.34
2022-04-27,AMZN,243.29
2022-04-27,MSFT,
2022-04-27,NVDA,360.49
2022-04-27,META,398.33
2022-04-27,NFLX,462.52
2022-04-27,BABA,505.84
2022-04-27,INTC,549.08
2022-04-28,AAPL,95.77
2022-04-28,GOOG,148.65
2022-04-28,TSLA,207.6
2022-04-28,AMZN,247.78
2022-04-28,MSFT,300.25
2022-04-28,NVDA,344.65
2022-04-28,META,396.78
2022-04-28,NFLX,449.9
2022-04-28,bad$symbol,496.14
2022-04-28,INTC,552.88
2022-04-29,AAPL,98.41
2022-04-29,GOOG,145.39
2022-04-29,TSLA,205.28
2022-04-29,AMZN,249.41
2022-04-29,MSFT,295.0
2022-04-29,NVDA,352.46
2022-04-29,META,
2022-04-29,NFLX,454.35
2022-04-29,BABA,496.68
2022-04-29,INTC,556.79
2022-05-02,AAPL,99.46
2022-05-02,GOOG,150.82
2022-05-02,TSLA,197.33
2022-05-02,AMZN,258.41
2022-05-02,MSFT,302.31
2022-05-02,NVDA,341.19
2022-05-02,META,404.67
2022-05-02,NFLX,455.37
2022-05-02,BABA,510.56
2022-05-02,INTC,553.24
2022-05-03,AAPL,105.34
2022-05-03,GOOG,145.21
2022-05-03,TSLA,201.71
2022-05-03,AMZN,248.54
2022-05-03,MSFT,302.07
2022-05-03,NVDA,346.82
2022-05-03,META,396.13
2022-05-03,NFLX,453.04
2022-05-03,BABA,512.2
2022-05-03,INTC,547.78
2022-05-04,AAPL,102.79
2022-05-04,GOOG,153.99
2022-05-04,TSLA,206.21
2022-05-04,AMZN,245.9
2022-05-04,MSFT,307.51
2022-05-04,NVDA,347.9
2022-05-04,META,397.98
2022-05-04,NFLX,447.46
2022-05-04,BABA,502.89
2022-05-04,INTC,559.12
2022-05-05,AAPL,88.99
2022-05-05,GOOG,150.98
2022-05-05,TSLA,198.13
2022-05-05,AMZN,249.07
2022-05-05,MSFT,303.67
2022-05-05,NVDA,357.58
2022-05-05,META,394.19
2022-05-05,NFLX,450.82
2022-05-05,BABA,497.73
2022-05-05,INTC,547.93
2022-05-06,AAPL,105.95
2022-05-06,GOOG,147.41
2022-05-06,TSLA,200.36
2022-05-06,AMZN,244.12
2022-05-06,MSFT,295.86
2022-05-06,NVDA,337.28
2022-05-06,META,401.27
2022-05-06,NFLX,453.52
2022-05-06,BABA,501.75
2022-05-06,INTC,560.5
2022-05-09,AAPL,100.84
2022-05-09,GOOG,150.58
2022-05-09,TSLA,196.56
2022-05-09,AMZN,251.16
